availability,channel_discovered,duration,kind,search_query,tested_seconds,title,title_discovered,url,video_id,yt_dlp_error,yt_dlp_ok
,Sky News,,youtube,news,7.06,,50-page bundle of Downing Street documents leaked,https://www.youtube.com/watch?v=qBn9GK_D8gc,qBn9GK_D8gc,ERROR: [youtube] qBn9GK_D8gc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Bloomberg Television,,youtube,news,7.26,,Bloomberg Business News Live,https://www.youtube.com/watch?v=QB5BNdBFujE,QB5BNdBFujE,ERROR: [youtube] QB5BNdBFujE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Geo News English,,youtube,news,7.25,,🔴 𝗟𝗶𝘃𝗲 𝗚𝗘𝗢 𝗡𝗲𝘄𝘀 𝐄𝐧𝐠𝐥𝐢𝐬𝐡: 𝗟𝗮𝘁𝗲𝘀𝘁 𝗣𝗮𝗸𝗶𝘀𝘁𝗮𝗻 𝗡𝗲𝘄𝘀 𝟐𝟒/𝟕 Breaking News & Headlines(TodayNews) #globalnews,https://www.youtube.com/watch?v=t63fDvZbN7M,t63fDvZbN7M,ERROR: [youtube] t63fDvZbN7M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ABC News,,youtube,news,7.19,,"ABC World News Tonight with David Muir Full Broadcast - Sept. 18, 2026",https://www.youtube.com/watch?v=dKtMkeqDVLs,dKtMkeqDVLs,ERROR: [youtube] dKtMkeqDVLs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,ATN Bangla News,,youtube,news,7.2,,এটিএন বাংলার টপ নিউজ । বিকাল ৫ টা । ২০.০৯.২০২৬ | Top News | Today News | BD News | ATN Bangla News,https://www.youtube.com/watch?v=j2bzdZP_8dI,j2bzdZP_8dI,ERROR: [youtube] j2bzdZP_8dI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fox News,,youtube,news,7.89,,BREAKING: Trump gives MAJOR update on Iran conflict,https://www.youtube.com/watch?v=6rKaOQhsesU,6rKaOQhsesU,ERROR: [youtube] 6rKaOQhsesU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,info at ahsan,,youtube,travel,7.29,,Serbia Travel vlog | Amazing Facts & Documentary about Serbia in Urdu/Hindi | Serbia visa,https://www.youtube.com/watch?v=FJAWokJGLcE,FJAWokJGLcE,ERROR: [youtube] FJAWokJGLcE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,World Travel Doc,,youtube,travel,7.62,,PORTUGAL | The Edge of Europe | The Most Incredible Places in Portugal | Travel Documentary,https://www.youtube.com/watch?v=GV8lK1mZNDk,GV8lK1mZNDk,ERROR: [youtube] GV8lK1mZNDk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,EpicExplorationsTV EN,,youtube,travel,7.39,,Wonders of Italy | The Most Beautiful Country in the World? | 4K Travel Guide,https://www.youtube.com/watch?v=bohB8frROwg,bohB8frROwg,ERROR: [youtube] bohB8frROwg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,DesiGirl Traveller,,youtube,travel,7.25,,"LAKSHADWEEP TRAVEL GUIDE 2026 | Flight, Hotel, Budget, Food, Activity& EVERYTHING You Need to Know!",https://www.youtube.com/watch?v=0IStrR-zcgw,0IStrR-zcgw,ERROR: [youtube] 0IStrR-zcgw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Distance between,,youtube,travel,7.49,,Ooty 2026 1,https://www.youtube.com/watch?v=7CLRzHsiixQ,7CLRzHsiixQ,ERROR: [youtube] 7CLRzHsiixQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Chime,,youtube,travel,7.0,,The True Cost of Flying: BEST Travel Hacks to Avoid Hidden Fees | @KaraandNate | Chime,https://www.youtube.com/watch?v=SIP0URA4hAU,SIP0URA4hAU,ERROR: [youtube] SIP0URA4hAU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Wolters World,,youtube,travel,7.37,,Is Romania Dangerous? An Honest Travel Safety Guide,https://www.youtube.com/watch?v=eN0EJmGHAHg,eN0EJmGHAHg,ERROR: [youtube] eN0EJmGHAHg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Max - Scholastic,,youtube,science,7.53,,FRICTION! + More Experiments At Home | Science Max | Full Episodes,https://www.youtube.com/watch?v=ecFafmjVWIk,ecFafmjVWIk,ERROR: [youtube] ecFafmjVWIk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Magazine,,youtube,science,7.13,,Scientists discover world's first warm-bodied fish!,https://www.youtube.com/watch?v=4JsTc-0DyOA,4JsTc-0DyOA,ERROR: [youtube] 4JsTc-0DyOA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Wacky Science,,youtube,science,7.54,,ALL OF PHYSICS explained in 14 Minutes,https://www.youtube.com/watch?v=ZAqIoDhornk,ZAqIoDhornk,ERROR: [youtube] ZAqIoDhornk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fire of Learning,,youtube,science,7.29,,Why We Dream - Science Documentary,https://www.youtube.com/watch?v=rfqalXigeOc,rfqalXigeOc,ERROR: [youtube] rfqalXigeOc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,freeCodeCamp.org,,youtube,science,6.97,,Learn Data Science Tutorial - Full Course for Beginners,https://www.youtube.com/watch?v=ua-CiDNNj30,ua-CiDNNj30,ERROR: [youtube] ua-CiDNNj30: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Thomas Dolby Official,,youtube,science,7.18,,Thomas Dolby - She Blinded Me With Science (Official Video - HD Remaster),https://www.youtube.com/watch?v=V83JR2IoI8k,V83JR2IoI8k,ERROR: [youtube] V83JR2IoI8k: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,The Rest Is Science,,youtube,science,6.69,,NASA Really Did The Twin Experiment,https://www.youtube.com/watch?v=9G_kaHscSis,9G_kaHscSis,ERROR: [youtube] 9G_kaHscSis: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Channel,,youtube,science,6.97,,Everything You Want to Know About Planets | How the Universe Works | Science Channel,https://www.youtube.com/watch?v=iqJjTeYv5-M,iqJjTeYv5-M,ERROR: [youtube] iqJjTeYv5-M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Scholastic STEAM,,youtube,science,7.05,,Build It Bigger! Giant Engineering Challenges | Science Max | Scholastic STEAM,https://www.youtube.com/watch?v=2jcOTsrq_jg,2jcOTsrq_jg,ERROR: [youtube] 2jcOTsrq_jg: This video is not available,False
,Science Magazine,,youtube,science,7.12,,How the Trump administration is dismantling science,https://www.youtube.com/watch?v=bse790T7U9c,bse790T7U9c,ERROR: [youtube] bse790T7U9c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,TED,,youtube,science,6.81,,The Science Behind Dramatically Better Conversations | Charles Duhigg | TED,https://www.youtube.com/watch?v=K_RSZC0s8a4,K_RSZC0s8a4,ERROR: [youtube] K_RSZC0s8a4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Hafu Go,,youtube,science,6.76,,Level 1 to 100 DIY Science Experiments!,https://www.youtube.com/watch?v=3_YmHcjuv2E,3_YmHcjuv2E,ERROR: [youtube] 3_YmHcjuv2E: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Fun Science,,youtube,science,6.95,,EASY SCIENCE EXPERIMENTS TO DO AT HOME,https://www.youtube.com/watch?v=z-R3DShHbkA,z-R3DShHbkA,ERROR: [youtube] z-R3DShHbkA: This video is not available,False
,ABC Quizzes,,youtube,science,6.94,,The Ultimate Science Quiz Marathon 🔬 | 100 Fascinating General Knowledge Questions,https://www.youtube.com/watch?v=ifRUXB5ymgk,ifRUXB5ymgk,ERROR: [youtube] ifRUXB5ymgk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Hafu Go,,youtube,science,7.11,,50 Science Experiments That Look Illegal,https://www.youtube.com/watch?v=fP8Z5TdMAhc,fP8Z5TdMAhc,ERROR: [youtube] fP8Z5TdMAhc: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,StarTalk,,youtube,science,7.22,,"Neil deGrasse Tyson and Richard Dawkins Discuss Science, Religion & Evolution",https://www.youtube.com/watch?v=KPh0LOCWT5A,KPh0LOCWT5A,ERROR: [youtube] KPh0LOCWT5A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Channel,,youtube,science,6.78,,Chaos in Space 💥 | How the Universe Works | Science Channel,https://www.youtube.com/watch?v=FNR7a8joCGs,FNR7a8joCGs,ERROR: [youtube] FNR7a8joCGs: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,World Science Festival,,youtube,science,6.74,,Exploring the Deep Mysteries of Physics | World Science Festival,https://www.youtube.com/watch?v=-U-OLazb3eU,-U-OLazb3eU,ERROR: [youtube] -U-OLazb3eU: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Astrum Earth,,youtube,science,6.96,,The Tornado That Changed Science,https://www.youtube.com/watch?v=8iqKPUN09GA,8iqKPUN09GA,ERROR: [youtube] 8iqKPUN09GA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Inventor 101,,youtube,science,6.78,,40 Crazy Science Experiments - Experiments You Can Do at Home Compilation by Inventor 101,https://www.youtube.com/watch?v=AHV02JrQyds,AHV02JrQyds,ERROR: [youtube] AHV02JrQyds: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,StarTalk,,youtube,science,7.24,,"The Science of Sleep, with Matt Walker",https://www.youtube.com/watch?v=KGKg_JjIGGQ,KGKg_JjIGGQ,ERROR: [youtube] KGKg_JjIGGQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Hafu Go,,youtube,science,7.11,,Level 1 to 100 Science Experiments,https://www.youtube.com/watch?v=s9ALylTC9YQ,s9ALylTC9YQ,ERROR: [youtube] s9ALylTC9YQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Magazine,,youtube,science,7.25,,Quakes and blasts help scientists understand Earth's elusive inner core,https://www.youtube.com/watch?v=nfsNPyxA5ck,nfsNPyxA5ck,ERROR: [youtube] nfsNPyxA5ck: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,BBC Earth Science,,youtube,science,7.14,,Five Wonders of our Universe | Universe | BBC Earth Science,https://www.youtube.com/watch?v=oz-Y1Xzx5iQ,oz-Y1Xzx5iQ,ERROR: [youtube] oz-Y1Xzx5iQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Max - Scholastic,,youtube,science,7.34,,🥚 FRICTION EXPERIMENT & EGG STRENGTH TEST + More Experiments At Home | Science Max | NEW COMPILATION,https://www.youtube.com/watch?v=MxXAHOpFt9o,MxXAHOpFt9o,ERROR: [youtube] MxXAHOpFt9o: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,The Rest Is Science,,youtube,science,6.95,,The Scale Of The Universe,https://www.youtube.com/watch?v=9yGdvsASj5c,9yGdvsASj5c,ERROR: [youtube] 9yGdvsASj5c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Before Sleep,,youtube,science,7.05,,Science For Sleep | NASA Just Found a New Type of Cosmic Object,https://www.youtube.com/watch?v=HGHwAL5FniA,HGHwAL5FniA,ERROR: [youtube] HGHwAL5FniA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Magazine,,youtube,science,7.16,,We Don't Know: Gluten | What's really behind ‘gluten sensitivity’?,https://www.youtube.com/watch?v=3VAQ5pC7w_A,3VAQ5pC7w_A,ERROR: [youtube] 3VAQ5pC7w_A: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Channel,,youtube,science,7.27,,"Blackholes, Aliens, and the Sun! | How the Universe Works | Science Channel",https://www.youtube.com/watch?v=5pJ-8s7fkFY,5pJ-8s7fkFY,ERROR: [youtube] 5pJ-8s7fkFY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Magazine,,youtube,science,7.33,,The biggest science breakthroughs of 2025,https://www.youtube.com/watch?v=AoyIj79D9o0,AoyIj79D9o0,ERROR: [youtube] AoyIj79D9o0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Sleepy Science Channel,,youtube,science,7.27,,4 Hours of Relaxing Ocean Facts to Fall Asleep To — Dreamy Science,https://www.youtube.com/watch?v=iOnpOkBpw5s,iOnpOkBpw5s,ERROR: [youtube] iOnpOkBpw5s: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Channel,,youtube,science,6.78,,DESTRUCTION From the Cosmos! | How the Universe Works | Science Channel,https://www.youtube.com/watch?v=vzS7cEuInRY,vzS7cEuInRY,ERROR: [youtube] vzS7cEuInRY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Before Sleep,,youtube,science,6.86,,Science For Sleep | JWST Just Found the First Black Hole Inside a Star,https://www.youtube.com/watch?v=RzSXInRKENk,RzSXInRKENk,ERROR: [youtube] RzSXInRKENk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Hafu Go,,youtube,science,6.99,,Level 1 to 100 Science Gadgets,https://www.youtube.com/watch?v=yFRoKxOkNSk,yFRoKxOkNSk,ERROR: [youtube] yFRoKxOkNSk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Next Generation Science,,youtube,science,7.14,,Understanding Systems in Science,https://www.youtube.com/watch?v=iHkWq-LNizw,iHkWq-LNizw,ERROR: [youtube] iHkWq-LNizw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Channel,,youtube,science,7.63,,The Mysteries of Moons | How the Universe Works | Science Channel,https://www.youtube.com/watch?v=nXbXF6OnBbY,nXbXF6OnBbY,ERROR: [youtube] nXbXF6OnBbY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,System Of A Down,,youtube,science,7.64,,Science,https://www.youtube.com/watch?v=n4W31QsA8NA,n4W31QsA8NA,ERROR: [youtube] n4W31QsA8NA: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
,Science Magazine,,youtube,science,7.1,,Science explains: CRISPR diagnostics,https://www.youtube.com/watch?v=22F85FOAyik,22F85FOAyik,ERROR: [youtube] 22F85FOAyik: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube-cookies  for tips on effectively exporting YouTube cookies,False
